cycle,branch,district,forecastdate,expression,name_D1,name_D2,name_D3,name_D4,name_I1,name_R1,name_R2,name_R3,name_R4,name_O1,winner_D1,winner_D2,winner_D3,winner_D4,winner_R1,winner_R2,winner_R3,winner_R4,winner_I1,winner_O1,winner_Dparty,winner_Rparty,tipping,vpi,mean_predicted_turnout,p90_simmed_turnout_gross,p10_simmed_turnout_gross,voteshare_mean_D1,voteshare_mean_D2,voteshare_mean_D3,voteshare_mean_D4,voteshare_mean_I1,voteshare_mean_R1,voteshare_mean_R2,voteshare_mean_R3,voteshare_mean_R4,voteshare_mean_O1,p90_voteshare_simmed_I1,p90_voteshare_simmed_O1,p90_voteshare_simmed_D1,p90_voteshare_simmed_R1,p90_voteshare_simmed_D2,p90_voteshare_simmed_R2,p90_voteshare_simmed_R3,p90_voteshare_simmed_R4,p90_voteshare_simmed_D3,p90_voteshare_simmed_D4,p10_voteshare_simmed_I1,p10_voteshare_simmed_O1,p10_voteshare_simmed_D1,p10_voteshare_simmed_R1,p10_voteshare_simmed_D2,p10_voteshare_simmed_R2,p10_voteshare_simmed_R3,p10_voteshare_simmed_R4,p10_voteshare_simmed_D3,p10_voteshare_simmed_D4,pvi_538,vep,mean_netpartymargin,p90_netpartymargin,p10_netpartymargin,wonrunoff_D1,lostrunoff_D1,wonrunoff_D2,lostrunoff_D2,wonrunoff_D3,lostrunoff_D3,wonrunoff_D4,lostrunoff_D4,wonrunoff_R1,lostrunoff_R1,wonrunoff_R2,lostrunoff_R2,wonrunoff_R3,lostrunoff_R3,wonrunoff_R4,lostrunoff_R4,wonrunoff_I1,lostrunoff_I1,simulations,timestamp
2022,Governor,NH-G1,6/7/2022,_deluxe,Tom Sherman,,,,,Chris Sununu,,,,,0.001075,0,0,,0.998925,0,0,,0,0,0.001075,0.998925,0.0016875,0.2599498,517742,611912.4,426449.8,35.62596,0,0,,0,64.37404,0,0,,0,0,0,40.73408,69.49812,0,0,0,,0,,0,0,30.50188,59.26592,0,0,0,,0,,0.5605241,1075858,-28.74808,-18.53184,-38.99624,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:50
2022,Governor,NE-G1,6/7/2022,_deluxe,Carol Blood,,,,Scott Zimmerman,Jim Pillen,,,,,0.003675,0,0,,0.996325,0,0,,0,0,0.003675,0.996325,0.00605,0.7957057,606403.9,724057.4,491508.6,35.6682,0,0,,2.695607,61.63619,0,0,,0,5.346997,0,41.42623,67.4288,0,0,0,,0,,0.6437681,0,29.81832,55.81985,0,0,0,,0,,-24.75782,1365541,-25.96799,-14.79849,-37.27456,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:50
2022,Governor,MN-G1,6/7/2022,_deluxe,Tim Walz,,,,,Scott Jensen,,,,all others,0.87435,0,0,,0.12565,0,0,,0,0,0.87435,0.12565,0.012725,0.4697281,2160580,2528316,1799685,51.50498,0,0,,0,42.37221,0,0,,6.122809,0,10.81308,57.07766,47.92011,0,0,0,,0,,0,2.205406,45.82907,36.72219,0,0,0,,0,,1.988413,4066265,9.132767,19.30289,-1.130135,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:50
2022,Governor,MI-G1,6/7/2022,_deluxe,Gretchen Whitmer,,,,Ryan D. Kelley,Ryan D. Kelley,,,,,0.902925,0,0,,0.097025,0,0,,0.00005,0,0.902925,0.097025,0.0112125,0.2570524,3478883,4128362,2839974,54.70498,0,0,,3.025065,42.26995,0,0,,0,5.94313,0,61.02611,48.55248,0,0,0,,0,,0.7747641,0,48.38007,35.95573,0,0,0,,0,,-1.182822,7501276,12.43503,24.72447,0.1759644,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:50
2022,Governor,ME-G1,6/7/2022,_deluxe,Janet T. Mills,,,,Sam Hunkler,Paul R. LePage,,,,,0.74065,0,0,,0.259325,0,0,,0.000025,0,0.74065,0.259325,0.0325,4.637119,558977.4,657349.9,464753.9,51.33041,0,0,,2.240278,46.42931,0,0,,0,4.572951,0,56.3204,51.47533,0,0,0,,0,,0.4815652,0,46.2694,41.44194,0,0,0,,0,,4.372984,1088975,4.901096,14.59131,-4.934803,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:50
2022,Governor,MD-G1,6/7/2022,_deluxe,Peter Franchot,,,,,Kelly Schulz,,,,all others,0.9089,0,0,,0.0911,0,0,,0,0,0.9089,0.0911,0.01025,0.4430804,1845017,2214684,1491232,54.32053,0,0,,0,42.26103,0,0,,3.418436,0,6.587787,60.26611,48.27338,0,0,0,,0,,0,0.9203218,48.30171,36.22282,0,0,0,,0,,26.27618,4305056,12.0595,23.49954,0.4839592,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:50
2022,Governor,MA-G1,6/7/2022,_deluxe,Maura Healey,,,,,Geoff Diehl,,,,all others,0.968375,0,0,,0.031625,0,0,,0,0,0.968375,0.031625,0.00295,0.1062154,2215103,2648934,1794883,55.03484,0,0,,0,38.80384,0,0,,6.161316,0,10.91322,60.88592,44.65419,0,0,0,,0,,0,2.23732,49.07455,32.87503,0,0,0,,0,,32.67038,4999558,16.231,27.05431,5.426821,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:50
2022,Governor,KS-G1,6/7/2022,_deluxe,Laura Kelly,,,,Seth Cordell,Derek Schmidt,,,,,0.426525,0,0,,0.57345,0,0,,0.000025,0,0.426525,0.57345,0.1070125,8.737583,976792.4,1160827,800722.4,48.02904,0,0,,2.646682,49.32428,0,0,,0,5.278699,0,53.00343,54.37277,0,0,0,,0,,0.6295811,0,42.94232,44.28127,0,0,0,,0,,-21.09543,2089024,-1.295242,8.329325,-10.97928,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:50
2022,Governor,IL-G1,6/7/2022,_deluxe,J.B. Pritzker,,,,,Darren Bailey,,,,,0.982975,0,0,,0.017025,0,0,,0,0,0.982975,0.017025,0.001475,0.0266628,4412102,5203696,3647910,59.50818,0,0,,0,40.49182,0,0,,0,0,0,64.93035,45.94357,0,0,0,,0,,0,0,54.05643,35.06965,0,0,0,,0,,13.22368,8928145,19.01636,29.8607,8.112869,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:50
2022,Governor,ID-G1,6/7/2022,_deluxe,Stephen Heidt,,,,,Brad Little,,,,all others,0.000225,0,0,,0.999775,0,0,,0,0,0.000225,0.999775,0.0004375,0.0678794,514042.4,622675.4,408946.6,27.43161,0,0,,0,65.2612,0,0,,7.307197,0,12.49018,33.55093,71.31982,0,0,0,,0,,0,2.860468,21.18578,59.08632,0,0,0,,0,,-36.76822,1297934,-37.82959,-26.64669,-48.9521,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:50
2022,Governor,IA-G1,6/7/2022,_deluxe,Deidre DeJear,,,,Rick Stewart,Kim Reynolds,,,,,0.013225,0,0,,0.98675,0,0,,0.000025,0,0.013225,0.98675,0.019175,1.284171,1190890,1396592,988885.6,39.07843,0,0,,1.844782,59.07679,0,0,,0,3.830037,0,44.56157,64.53432,0,0,0,,0,,0.3593582,0,33.58038,53.57993,0,0,0,,0,,-9.622491,2295209,-19.99836,-9.243443,-30.72605,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:50
2022,Governor,HI-G1,6/7/2022,_deluxe,Josh Green,,,,,Heidi Haunani Tsuneyoshi,,,,all others,0.99385,0,0,,0.00615,0,0,,0,0,0.99385,0.00615,0.000575,0.1222075,375257.2,457279,294656.4,60.03801,0,0,,0,35.55318,0,0,,4.408811,0,8.176428,66.13966,41.61027,0,0,0,,0,,0,1.347573,53.84879,29.45303,0,0,0,,0,,31.80856,1007469,24.48482,36.14252,12.88468,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:50
2022,Governor,GA-G1,6/7/2022,_deluxe,Stacey Abrams,,,,,Brian Kemp,,,,all others,0.14465,0,0,,0.85535,0,0,,0,0,0.14465,0.85535,0.1510375,3.71529,3242285,3859519,2636860,44.94577,0,0,,0,52.36886,0,0,,2.685363,0,5.348198,49.76818,57.18389,0,0,0,,0,,0,0.6324488,40.08538,47.49136,0,0,0,,0,,-7.357742,7356953,-7.423088,1.811607,-16.70766,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:50
2022,Governor,FL-G1,6/7/2022,_deluxe,Charlie Crist,,,,,Ron DeSantis,,,,all others,0.048325,0,0,,0.951675,0,0,,0,0,0.048325,0.951675,0.0785875,0.8458067,7410397,8710966,6153627,41.99995,0,0,,0,54.61524,0,0,,3.384805,0,6.571829,47.00771,59.59042,0,0,0,,0,,0,0.9040893,36.97958,49.55414,0,0,0,,0,,-7.44125,1.46E+07,-12.61528,-3.060629,-22.06691,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:50
2022,Governor,CT-G1,6/7/2022,_deluxe,Edward Lamont,,,,,Robert Stefanowski,,,,all others,0.8692,0,0,,0.1308,0,0,,0,0,0.8692,0.1308,0.012925,0.8176275,1260765,1490651,1035061,52.5104,0,0,,0,44.06275,0,0,,3.426849,0,6.628681,57.60265,49.1751,0,0,0,,0,,0,0.9228051,47.3475,38.90845,0,0,0,,0,,12.14246,2618620,8.447647,18.14024,-1.21377,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:50
2022,Governor,CO-G1,6/7/2022,_deluxe,Jared Polis,,,,,Heidi Ganahl,,,,all others,0.945075,0,0,,0.054925,0,0,,0,0,0.945075,0.054925,0.00465,0.1701865,2179149,2557450,1813937,53.23945,0,0,,0,40.51038,0,0,,6.25017,0,10.99722,58.72546,45.97785,0,0,0,,0,,0,2.276344,47.60555,34.91803,0,0,0,,0,,6.733898,4183729,12.72908,22.75333,2.720125,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:50
2022,Governor,CA-G1,6/7/2022,_deluxe,Gavin Newsom,,,,,Brian Dahle,,,,,0.993625,0,0,,0.006375,0,0,,0,0,0.993625,0.006375,0.0004875,0.0037899,1.03E+07,1.24E+07,8190810,61.73722,0,0,,0,38.26278,0,0,,0,0,0,67.32707,43.89202,0,0,0,,0,,0,0,56.10798,32.67293,0,0,0,,0,,25.74052,2.54E+07,23.47443,34.65414,12.21595,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:50
2022,Governor,AZ-G1,6/7/2022,_deluxe,Katie Hobbs,,,,Steve Remus,Kari Lake,,,,,0.43295,0,0,,0.567025,0,0,,0.000025,0,0.43295,0.567025,0.1069875,3.910299,2182138,2604289,1772644,48.54392,0,0,,1.695479,49.7606,0,0,,0,3.572868,0,53.34682,54.56586,0,0,0,,0,,0.3162735,0,43.70953,44.92781,0,0,0,,0,,-7.109708,4969373,-1.216686,8.213541,-10.61828,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:50
2022,Governor,AR-G1,6/7/2022,_deluxe,Chris Jones,,,,Ricky Dale Harrington Jr.,Sarah Huckabee Sanders,,,,,0.000575,0,0,,0.999425,0,0,,0,0,0.000575,0.999425,0.001525,0.1460067,833021.5,1012611,659237.9,34.81597,0,0,,1.250474,63.93356,0,0,,0,2.697104,0,39.92094,68.95024,0,0,0,,0,,0.2017418,0,29.78886,58.83776,0,0,0,,0,,-31.52285,2180916,-29.11759,-19.03782,-39.06845,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:50
2022,Governor,AL-G1,6/7/2022,_deluxe,Malika Sanders-Fortier,,,,,Kay Ivey,,,,all others,0.0007,0,0,,0.9993,0,0,,0,0,0.0007,0.9993,0.00095,0.0557596,1358824,1646809,1078503,31.24664,0,0,,0,64.48844,0,0,,4.264913,0,7.938845,37.10069,70.39159,0,0,0,,0,,0,1.283688,25.29501,58.58889,0,0,0,,0,,-29.19992,3459287,-33.2418,-22.11189,-44.42116,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:50
2022,Governor,AK-G1,6/7/2022,_deluxe,Les Gara,,,,Bill Walker,Mike Dunleavy,Christopher Kurka,,,,0.118625,0,0,,0.69695,0.017825,0,,0.1666,0,0.118625,0.714775,0.0389125,13.03678,238055.3,282790.9,194490.4,28.21257,0,0,,24.1,32.94025,14.74718,0,,0,32.19162,0,38.11243,41.31696,0,21.26475,0,,0,,16.34421,0,18.26846,24.78329,0,8.363806,0,,0,,-14.61795,521658,-19.47487,-1.548763,-37.20952,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:50
2022,Governor,WY-G1,6/6/2022,_deluxe,Theresa A. Livingston,,,,,Mark Gordon,,,,,0.000175,0,0,,0.999825,0,0,,0,0,0.000175,0.999825,0.0002875,0.1454614,157871.5,193245.9,123526.6,30.89123,0,0,,0,69.10877,0,0,,0,0,0,36.59377,74.74373,0,0,0,,0,,0,0,25.25628,63.40623,0,0,0,,0,,-49.87335,424412,-38.21754,-26.81245,-49.48745,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,WI-G1,6/6/2022,_deluxe,Tony Evers,,,,,Rebecca Kleefisch,,,,all others,0.71655,0,0,,0.28345,0,0,,0,0,0.71655,0.28345,0.0403125,1.381625,2330576,2723602,1943348,49.06818,0,0,,0,44.07543,0,0,,6.856388,0,11.8824,55.32411,50.28412,0,0,0,,0,,0,2.6417,42.71529,37.793,0,0,0,,0,,-3.823667,4351464,4.992756,16.53392,-6.468746,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,VT-G1,6/6/2022,_deluxe,Brenda Siegel,,,,Susan Hatch Davis,Phil Scott,,,,,0.0514,0,0,,0.9485,0,0,,0.0001,0,0.0514,0.9485,0.05325,16.74404,254023.1,299673.3,209938.5,40.07852,0,0,,4.379788,55.54169,0,0,,0,8.145332,0,46.30342,61.64008,0,0,0,,0,,1.330027,0,33.95437,49.22151,0,0,0,,0,,27.77288,503792,-15.46317,-3.580221,-27.04895,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,TX-G1,6/6/2022,_deluxe,Beto O'Rourke,,,,,Greg Abbott,,,,all others,0.0332,0,0,,0.9668,0,0,,0,0,0.0332,0.9668,0.0604,0.6805804,7088777,8586590,5630524,40.67209,0,0,,0,54.85418,0,0,,4.473726,0,8.254177,45.85565,60.00237,0,0,0,,0,,0,1.389279,35.41384,49.61295,0,0,0,,0,,-12.90963,1.85E+07,-14.18209,-4.534666,-23.84585,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,TN-G1,6/6/2022,_deluxe,J.B. Smiley Jr.,,,,,Bill Lee,,,,all others,0.0015,0,0,,0.9985,0,0,,0,0,0.0015,0.9985,0.002125,0.0996141,1703931,2082976,1331413,29.62938,0,0,,0,59.95023,0,0,,10.4204,0,16.79713,35.93627,66.26601,0,0,0,,0,,0,4.885767,23.21883,53.44594,0,0,0,,0,,-29.21185,4750229,-30.32085,-19.18466,-41.42056,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,SD-G1,6/6/2022,_deluxe,Jamie Smith,,,,,Kristi Noem,,,,,0.000425,0,0,,0.999575,0,0,,0,0,0.000425,0.999575,0.0004875,0.1409493,276264.7,331771.8,222623.7,31.52346,0,0,,0,68.47654,0,0,,0,0,0,37.15697,74.0434,0,0,0,,0,,0,0,25.95659,62.84303,0,0,0,,0,,-32.01005,647453,-36.95308,-25.68605,-48.08681,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,SC-G1,6/6/2022,_deluxe,Joe Cunningham,,,,,Henry McMaster,,,,all others,0.010525,0,0,,0.989475,0,0,,0,0,0.010525,0.989475,0.0157375,0.8615334,1459074,1776208,1151807,37.11799,0,0,,0,58.85117,0,0,,4.030834,0,7.591391,43.08091,64.78714,0,0,0,,0,,0,1.181793,31.11553,52.87425,0,0,0,,0,,-18.29783,3897996,-21.73318,-10.34621,-33.0039,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,RI-G1,6/6/2022,_deluxe,Daniel J. McKee,,,,,Ashley Kalus,,,,all others,0.9443,0,0,,0.0557,0,0,,0,0,0.9443,0.0557,0.0055,1.379908,318365.8,383976.7,253596,55.05975,0,0,,0,40.83302,0,0,,4.107239,0,7.714791,61.06017,46.75836,0,0,0,,0,,0,1.215169,49.0933,34.79702,0,0,0,,0,,23.66066,794970,14.22673,25.65499,2.956383,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,PA-G1,6/6/2022,_deluxe,Josh Shapiro,,,,,Douglas V. Mastriano,,,,all others,0.743925,0,0,,0.256075,0,0,,0,0,0.743925,0.256075,0.034575,0.5974254,4622664,5453956,3794362,51.18094,0,0,,0,45.53461,0,0,,3.284456,0,6.374741,56.91573,51.36861,0,0,0,,0,,0,0.8679948,45.33415,39.74279,0,0,0,,0,,-2.976064,9742133,5.646332,16.72499,-5.566986,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,OR-G1,6/6/2022,_deluxe,Tina Kotek,,,,,Christine Drazan,,,,all others,0.61065,0,0,,0.38935,0,0,,0,0,0.61065,0.38935,0.0611625,2.982792,1637857,1921001,1363891,46.10214,0,0,,0,43.61343,0,0,,10.28442,0,16.57671,52.61491,50.14852,0,0,0,,0,,0,4.755344,39.3643,36.94301,0,0,0,,0,,10.62213,3113975,2.488708,14.12336,-9.067776,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,OK-G1,6/6/2022,_deluxe,Joy Hofmeister,,,,,Kevin Stitt,,,,all others,0.0051,0,0,,0.9949,0,0,,0,0,0.0051,0.9949,0.0080375,0.5896376,1088804,1321793,861416.8,33.5981,0,0,,0,58.09526,0,0,,8.306632,0,13.93335,39.74391,64.23631,0,0,0,,0,,0,3.477735,27.41579,51.75541,0,0,0,,0,,-36.97133,2842656,-24.49716,-13.32483,-35.52216,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,OH-G1,6/6/2022,_deluxe,Nan Whaley,,,,Niel Petersen,Mike DeWine,,,,,0.0143,0,0,,0.9857,0,0,,0,0,0.0143,0.9857,0.0246,0.4941743,3976205,4726690,3235356,38.47198,0,0,,4.286595,57.24142,0,0,,0,8.029762,0,43.97748,62.74241,0,0,0,,0,,1.295829,0,32.90877,51.68371,0,0,0,,0,,-12.10777,8831240,-18.76944,-8.410929,-29.18302,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,NY-G1,6/6/2022,_deluxe,Kathy C. Hochul,,,,,Lee M. Zeldin,,,,all others,0.970525,0,0,,0.029475,0,0,,0,0,0.970525,0.029475,0.0025,0.035998,5547227,6658344,4463889,55.42754,0,0,,0,41.21035,0,0,,3.362111,0,6.532306,60.39957,46.21861,0,0,0,,0,,0,0.8924276,50.41559,36.1675,0,0,0,,0,,19.93185,1.34E+07,14.21719,23.6778,4.691851,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,NV-G1,6/6/2022,_deluxe,Steve Sisolak,,,,,Joe Lombardo,,,,all others,0.5742,0,0,,0.4258,0,0,,0,0,0.5742,0.4258,0.0669375,5.868641,911057.3,1086465,739165.9,47.39554,0,0,,0,46.02698,0,0,,6.577481,0,11.54823,52.69539,51.30006,0,0,0,,0,,0,2.481886,41.92972,40.60851,0,0,0,,0,,-2.531046,2105890,1.368565,10.93883,-8.192789,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,NM-G1,6/6/2022,_deluxe,Michelle Lujan Grisham,,,,Karen Bedonie,Mark V. Ronchetti,,,,,0.827625,0,0,,0.172325,0,0,,0.00005,0,0.827625,0.172325,0.0191625,2.484815,615987.5,738905.6,495631.3,52.34666,0,0,,2.437325,45.21601,0,0,,0,4.89544,0,57.3693,50.22258,0,0,0,,0,,0.5481685,0,47.28265,40.16963,0,0,0,,0,,7.143295,1493579,7.130642,16.8235,-2.552,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,NH-G1,6/6/2022,_deluxe,Tom Sherman,,,,,Chris Sununu,,,,,0.00085,0,0,,0.99915,0,0,,0,0,0.00085,0.99915,0.0017,0.2618665,518540.5,611777.6,426786.3,35.62992,0,0,,0,64.37008,0,0,,0,0,0,40.78212,69.48558,0,0,0,,0,,0,0,30.51442,59.21788,0,0,0,,0,,0.5605241,1075858,-28.74016,-18.43576,-38.97116,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,NE-G1,6/6/2022,_deluxe,Carol Blood,,,,Scott Zimmerman,Jim Pillen,,,,,0.0043,0,0,,0.9957,0,0,,0,0,0.0043,0.9957,0.0057625,0.7578424,607359.5,723664.5,492781.3,35.67292,0,0,,2.695607,61.63147,0,0,,0,5.37634,0,41.48571,67.37892,0,0,0,,0,,0.6322305,0,29.86517,55.81744,0,0,0,,0,,-24.75782,1365541,-25.95855,-14.73241,-37.18126,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,MN-G1,6/6/2022,_deluxe,Tim Walz,,,,,Scott Jensen,,,,all others,0.875225,0,0,,0.124775,0,0,,0,0,0.875225,0.124775,0.0135,0.4983503,2163779,2527396,1805929,51.50034,0,0,,0,42.36139,0,0,,6.138269,0,10.83067,57.09586,47.90954,0,0,0,,0,,0,2.21019,45.85308,36.67052,0,0,0,,0,,1.988413,4066265,9.138947,19.3901,-1.039547,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,MI-G1,6/6/2022,_deluxe,Gretchen Whitmer,,,,Ryan D. Kelley,Ryan D. Kelley,,,,,0.90335,0,0,,0.096625,0,0,,0.000025,0,0.90335,0.096625,0.0113625,0.2604998,3484017,4123526,2850483,54.70822,0,0,,3.02507,42.26671,0,0,,0,5.93084,0,60.94666,48.55622,0,0,0,,0,,0.773867,0,48.40508,35.98384,0,0,0,,0,,-1.182822,7501276,12.44151,24.58335,0.2025471,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,ME-G1,6/6/2022,_deluxe,Janet T. Mills,,,,Sam Hunkler,Paul R. LePage,,,,,0.745025,0,0,,0.254875,0,0,,0.0001,0,0.745025,0.254875,0.0316,4.508828,559805.6,657368.6,465263.5,51.32995,0,0,,2.247825,46.42222,0,0,,0,4.540223,0,56.37521,51.4183,0,0,0,,0,,0.4798617,0,46.32946,41.42238,0,0,0,,0,,4.372984,1088975,4.90773,14.63671,-4.827887,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,MD-G1,6/6/2022,_deluxe,Peter Franchot,,,,,Kelly Schulz,,,,all others,0.909175,0,0,,0.090825,0,0,,0,0,0.909175,0.090825,0.0106625,0.4609414,1847682,2214144,1494012,54.32407,0,0,,0,42.2575,0,0,,3.418436,0,6.593435,60.27197,48.24702,0,0,0,,0,,0,0.9201887,48.27464,36.2951,0,0,0,,0,,26.27618,4305056,12.06657,23.51335,0.5142593,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,MA-G1,6/6/2022,_deluxe,Maura Healey,,,,,Geoff Diehl,,,,all others,0.970425,0,0,,0.029575,0,0,,0,0,0.970425,0.029575,0.0026,0.0936164,2218377,2651106,1798035,55.02763,0,0,,0,38.79152,0,0,,6.180848,0,10.91646,60.82132,44.63237,0,0,0,,0,,0,2.239885,49.09674,32.90948,0,0,0,,0,,32.67038,4999558,16.2361,26.94192,5.484419,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,KS-G1,6/6/2022,_deluxe,Laura Kelly,,,,Seth Cordell,Derek Schmidt,,,,,0.430575,0,0,,0.569375,0,0,,0.00005,0,0.430575,0.569375,0.10845,8.854563,978309.4,1160234,802162.5,48.0279,0,0,,2.656076,49.31602,0,0,,0,5.312511,0,53.07549,54.34369,0,0,0,,0,,0.6438416,0,42.93732,44.25488,0,0,0,,0,,-21.09543,2089024,-1.288124,8.418737,-10.97344,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,IL-G1,6/6/2022,_deluxe,J.B. Pritzker,,,,,Darren Bailey,,,,,0.9829,0,0,,0.0171,0,0,,0,0,0.9829,0.0171,0.0015125,0.0273414,4418645,5214036,3660361,59.51156,0,0,,0,40.48844,0,0,,0,0,0,64.94846,45.90588,0,0,0,,0,,0,0,54.09412,35.05154,0,0,0,,0,,13.22368,8928145,19.02312,29.89692,8.188232,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,ID-G1,6/6/2022,_deluxe,Stephen Heidt,,,,,Brad Little,,,,all others,0.000225,0,0,,0.999775,0,0,,0,0,0.000225,0.999775,0.0002125,0.0329681,514847.9,623744.6,409083.8,27.43588,0,0,,0,65.25693,0,0,,7.307197,0,12.49546,33.55801,71.42595,0,0,0,,0,,0,2.87758,21.19223,59.03246,0,0,0,,0,,-36.76822,1297934,-37.82105,-26.56748,-49.09351,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,IA-G1,6/6/2022,_deluxe,Deidre DeJear,,,,Rick Stewart,Kim Reynolds,,,,,0.0116,0,0,,0.9884,0,0,,0,0,0.0116,0.9884,0.0207,1.386265,1192718,1398946,991109.8,39.07576,0,0,,1.856093,59.06815,0,0,,0,3.835549,0,44.58866,64.55524,0,0,0,,0,,0.3584238,0,33.5766,53.53739,0,0,0,,0,,-9.622491,2295209,-19.99238,-9.164738,-30.78174,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,HI-G1,6/6/2022,_deluxe,Josh Green,,,,,Heidi Haunani Tsuneyoshi,,,,all others,0.99425,0,0,,0.00575,0,0,,0,0,0.99425,0.00575,0.0004875,0.1036179,375797.4,458272.1,295831.8,60.04272,0,0,,0,35.54847,0,0,,4.408811,0,8.208662,66.14572,41.56845,0,0,0,,0,,0,1.364438,53.98813,29.30966,0,0,0,,0,,31.80856,1007469,24.49426,36.19274,12.9306,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,GA-G1,6/6/2022,_deluxe,Stacey Abrams,,,,,Brian Kemp,,,,all others,0.142,0,0,,0.858,0,0,,0,0,0.142,0.858,0.1513875,3.723779,3247281,3866292,2640640,44.94211,0,0,,0,52.35911,0,0,,2.698784,0,5.346997,49.7584,57.18676,0,0,0,,0,,0,0.6355956,40.07769,47.45597,0,0,0,,0,,-7.357742,7356953,-7.417,1.894901,-16.65533,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,FL-G1,6/6/2022,_deluxe,Charlie Crist,,,,,Ron DeSantis,,,,all others,0.047225,0,0,,0.952775,0,0,,0,0,0.047225,0.952775,0.0803625,0.8648921,7421733,8732600,6166340,41.99595,0,0,,0,54.6063,0,0,,3.397746,0,6.548338,46.98917,59.58918,0,0,0,,0,,0,0.9152117,36.9409,49.52878,0,0,0,,0,,-7.44125,1.46E+07,-12.61035,-3.141272,-22.09425,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,CT-G1,6/6/2022,_deluxe,Edward Lamont,,,,,Robert Stefanowski,,,,all others,0.870075,0,0,,0.129925,0,0,,0,0,0.870075,0.129925,0.0138125,0.8737898,1262639,1494284,1040756,52.51014,0,0,,0,44.05568,0,0,,3.434183,0,6.616709,57.60331,49.16108,0,0,0,,0,,0,0.9261168,47.33965,38.93658,0,0,0,,0,,12.14246,2618620,8.454468,18.16278,-1.239107,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
2022,Governor,CO-G1,6/6/2022,_deluxe,Jared Polis,,,,,Heidi Ganahl,,,,all others,0.94735,0,0,,0.05265,0,0,,0,0,0.94735,0.05265,0.0048,0.1756812,2182377,2557008,1812727,53.22585,0,0,,0,40.49257,0,0,,6.28158,0,11.01539,58.72075,45.94249,0,0,0,,0,,0,2.307165,47.66426,34.86117,0,0,0,,0,,6.733898,4183729,12.73328,22.76434,2.863756,,,,,,,,,,,,,,,,,,,40000,6/29/22 12:49
